Start Positions:

Left Elbow: -0,3495557, -0,1008688, 2,120259
Right Elbow: 0,164973, -0,05017223, 2,201257
Left Hand: -0,3611166, -0,3109549, 2,045407
Right Hand: 0,1436536, 0,2462056, 2,142783
Left Shoulder: -0,2289274, 0,01257443, 2,24995
Right Shoulder: 0,04685035, 0,01514469, 2,357254
Left wrist: -0,3229255, -0,2796965, 2,080494
Right wrist: 0,1366683, 0,1879062, 2,12798

