Start Positions:

Left Elbow: -0,403917, 0,1550853, 2,373894
Right Elbow: 0,1024115, 0,1625379, 2,378569
Left Hand: -0,4186451, -0,1864832, 2,325982
Right Hand: 0,219349, -0,1423486, 2,323502
Left Shoulder: -0,3292659, 0,4176437, 2,329498
Right Shoulder: 0,007567615, 0,4145685, 2,333701
Left wrist: -0,4265814, -0,1012604, 2,331767
Right wrist: 0,1883139, -0,05608754, 2,339713

