Start Positions:

Left Elbow: -0,001938886, 0,08318637, 2,29036
Right Elbow: 0,4506118, 0,09383962, 2,197729
Left Hand: -0,03738888, -0,2146933, 2,140668
Right Hand: 0,4526964, -0,1821683, 2,044371
Left Shoulder: 0,05828877, 0,3561519, 2,331163
Right Shoulder: 0,3997868, 0,3543904, 2,279585
Left wrist: -0,03524667, -0,1482883, 2,170798
Right wrist: 0,4549249, -0,1108285, 2,071124

