Start Positions:

Left Elbow: -0,06801806, 0,09722041, 2,237354
Right Elbow: 0,4014179, 0,1057613, 2,184376
Left Hand: -0,08693258, -0,2155713, 2,091548
Right Hand: 0,4110353, -0,1761059, 2,034922
Left Shoulder: -0,00278605, 0,3667128, 2,273473
Right Shoulder: 0,340562, 0,3641548, 2,240267
Left wrist: -0,09579325, -0,1347883, 2,117354
Right wrist: 0,4169532, -0,1034931, 2,06563

