Start Positions:

Left Elbow: 0,01077211, 0,0863641, 2,36042
Right Elbow: 0,482621, 0,096678, 2,317198
Left Hand: -0,01733879, -0,2273688, 2,226197
Right Hand: 0,4819083, -0,196919, 2,18078
Left Shoulder: 0,08050101, 0,3591851, 2,391471
Right Shoulder: 0,426304, 0,3551111, 2,375124
Left wrist: -0,02134119, -0,1568236, 2,249644
Right wrist: 0,4930905, -0,1204059, 2,20697

