Start Positions:

Left Elbow: -0,1992698, 0,1818784, 2,068187
Right Elbow: 0,4800268, 0,5286514, 2,169776
Left Hand: -0,1713241, -0,1785868, 1,997302
Right Hand: 0,7958964, 0,5316844, 2,194525
Left Shoulder: -0,1229025, 0,4420766, 2,028685
Right Shoulder: 0,2172107, 0,5190271, 2,100179
Left wrist: -0,1926425, -0,06906869, 2,008653
Right wrist: 0,7134494, 0,5351462, 2,186663

